,bank,bank_name,bank_code,atm,atm_detail,address,ward,district,ward_level,district_level,unnamed,formatted_address,latitude,longitude,accuracy,google_place_id,type,postcode,number_of_results,status
52,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990142 - ATM Thap A Vincom 191 Ba Trieu,ATM,"990142 - ATM Thap A Vincom 191 Ba Trieu, Vincom, 191 Ba Trieu,Phuong Le Dai Hanh,Quan Hai Ba Trung, Thanh pho Ha Noi,Viet Nam",Phuong Le Dai Hanh,Quan Hai Ba Trung,Phuong,Quan ,44,"L02 - 44, Vincom Centre, 191 Bà Triệu, street, Hai Bà Trưng, Hà Nội 100000, Vietnam",21.0110915,105.8494361,ROOFTOP,ChIJxUt_UpmrNTERXknAowM3KHE,"clothing_store,establishment,point_of_interest,store",100000,2,OK
53,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,214009 - ATM KCN Bac Thang Long,ATM,"ATM BIDV KCN Bac Thang Long,  KCN Bac Thang long,Xa Kim Chung,Huyen Dong Anh, Thanh pho Ha Noi,Viet Nam",Xa Kim Chung,Huyen Dong Anh,Xa,Huyen ,45,"T1 - Toà nhà Thăng Long - thôn Bầu, Kim Chung, Đông Anh, thôn Bầu, Hà Nội, 100000, Vietnam",21.1289484,105.7794581,GEOMETRIC_CENTER,ChIJfWe7tuH_NDER8bCX69kw61I,"bank,establishment,finance,point_of_interest",100000,1,OK
54,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,214008 - ATM KCN Bac Thang Long,ATM,"KCN Bac Thang Long,  KCN Bac Thang long,Xa Kim Chung,Huyen Dong Anh, Thanh pho Ha Noi,Viet Nam",Xa Kim Chung,Huyen Dong Anh,Xa,Huyen ,46,"Võ Văn Kiệt, Kim Chung, Đông Anh, Hà Nội, Vietnam",21.1259024,105.7809892,GEOMETRIC_CENTER,ChIJjW17WSj-NDERzyktghVGjGk,"establishment,health,point_of_interest",0,1,OK
55,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8," 452008 - ATM khuon vien Trung tam the thao Huyen Thach That, TP Ha Noi. ",0," 452008 - ATM khuon vien Trung tam the thao Huyen Thach That, TP Ha Noi,Viet Nam",Thi tran Lien Quan,Huyen Thach That,Thi tran,Huyen ,47,"115 Quán Thánh, Ba Đình, Hà Nội, Vietnam",21.0421199,105.8372955,ROOFTOP,ChIJSarumqWrNTERgW0teNXx7ig,"establishment,point_of_interest",0,2,OK
56,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8," 452008 - ATM khuon vien Trung tam the thao Huyen Thach That, TP Ha Noi. ",ATM,"ATM BIDV Trung tam the thao,Thi tran Lien Quan,Huyen Thach That, Thanh pho Ha Noi,Viet Nam",Thi tran Lien Quan,Huyen Thach That,Thi tran,Huyen ,48,"Cụm Công nghiệp Bình Phú, Bình Phú, Thạch Thất, Bình Phú, Hà Nội, 100000, Vietnam",21.0170021,105.6130693,GEOMETRIC_CENTER,ChIJqRp36blQNDERfITKFhIlfzw,"atm,bank,establishment,finance,point_of_interest",100000,1,OK
57,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - PGD Thai Thinh,ATM,"VCBC - PGD Thai Thinh, 102 Thai Thinh, Dong Da, Ha Noi,Viet Nam",Phuong Nga Tu So,Quan Dong Da,Phuong,Quan ,49,"102 Thái Thịnh, Ngã Tư Sở, Đống Đa, Hà Nội, Vietnam",21.008544,105.820518,ROOFTOP,ChIJYVH2WYKsNTERos4vVTfF0s0,"atm,bank,establishment,finance,point_of_interest",0,1,OK
58,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Thai Thinh 2,ATM,"ATM Thai Thinh 2, 102 Thai Thinh, Dong Da, Ha Noi,Viet Nam",Phuong Trung Liet,Quan Dong Da,Phuong,Quan ,50,"102 Thái Thịnh, Ngã Tư Sở, Đống Đa, Hà Nội, Vietnam",21.008324,105.820487,ROOFTOP,ChIJ2VGbpFKtNTER4P6WO79AAwk,"atm,establishment,finance,point_of_interest",0,1,OK
59,Pgbank,Ngan hang TMCP Xang dau Petrolimex,26,ATM Lac Long Quan,ATM,"ATM Lac Long Quan, 105 Lac Long Quan, Nghia Do, Cau Giay, Ha Noi,Viet Nam",Phuong Nghia Do,Quan Cau Giay,Phuong,Quan ,51,"113 Đ. Lạc Long Quân, Nghĩa Đô, Cầu Giấy, Hà Nội, Vietnam",21.0512966,105.8079525,ROOFTOP,ChIJyXENZBirNTERMGueVjkkGCI,"atm,establishment,finance,point_of_interest",0,1,OK
60,Sacombank,Ngan hang TMCP Sai Gon Thuong Tin,29,ATM 1875-PGD Nghia Do,ATM,"ATM 1875-PGD Nghia Do, 105 Lac Long Quan, Nghia Do, Cau Giay, Ha Noi,Viet Nam",Phuong Nghia Do,Quan Cau Giay,Phuong,Quan ,52,"105 Đ. Lạc Long Quân, Nghĩa Đô, Cầu Giấy, Hà Nội, Vietnam",21.0511227,105.807802,ROOFTOP,ChIJfXVUn_2rNTEREF5z745Uag0,"bank,establishment,finance,point_of_interest",0,1,OK
61,DongA Bank,Ngan hang TMCP Dong A,12,Hapro - Cong ty XNK DV TM Ha Noi,ATM,"Hapro - Cong ty XNK DV TM Ha Noi, 11B Cat Linh, Phuong Quoc Tu Giam, Quan Dong Da, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Quoc Tu Giam,Quan Dong Da,Phuong,Quan ,53,"Cát Linh, Quốc Tử Giám, Đống Đa, Hà Nội, Vietnam",21.0278832,105.832626,GEOMETRIC_CENTER,ChIJMclrjZ6rNTER1JXvA0Y6U8E,"establishment,point_of_interest",0,1,OK
62,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - Tru So VCB Ha Noi,ATM,"VCBC - Tru So VCB Ha Noi, 11B Cat Linh, Phuong Quoc Tu Giam, Quan Dong Da, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Cat Linh,Quan Dong Da,Phuong,Quan ,54,"11B Cát Linh, Quốc Tử Giám, Đống Đa, Hà Nội, Vietnam",21.0277953,105.8327043,ROOFTOP,ChIJXZ-i656rNTERG-Mtt6ovajk,"bank,establishment,finance,point_of_interest",0,1,OK
63,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC 120 Le Loi,ATM,"VCBC 120 Le Loi, 120 Le Loi, Thi xa Son Tay, Ha Noi,Viet Nam",Phuong Le Loi,Thi xa Son Tay,Phuong,Thi xa ,55,"120 Lê Lợi, P. Lê Lợi, Sơn Tây, Hà Nội, Vietnam",21.1444198,105.505666,ROOFTOP,ChIJ7Q46pwj2NDER_Clqoh8wN74,"bank,establishment,finance,point_of_interest",0,1,OK
64,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,Tay Ha Noi PGD Son Tay,ATM,"Tay Ha Noi PGD Son Tay, 120 Le Loi, Thi xa Son Tay, Ha Noi,Viet Nam",Phuong Le Loi,Thi xa Son Tay,Phuong,Thi xa ,56,"120 Lê Lợi, P. Lê Lợi, Sơn Tây, Hà Nội, Vietnam",21.1444198,105.505666,ROOFTOP,ChIJ7Q46pwj2NDER_Clqoh8wN74,"bank,establishment,finance,point_of_interest",0,1,OK
65,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990134 - ATM 990134,ATM,"ATM BIDV, 14 Lang Ha, Thanh Cong, Ba Dinh, Ha Noi,Viet Nam",Phuong Thanh Cong,Quan Ba Dinh,Phuong,Quan ,57,"57 Láng Hạ, Chợ Dừa, Ba Đình, Hà Nội 100000, Vietnam",21.0191832,105.8171453,ROOFTOP,ChIJkzSe1WSrNTERTMA17mBTR7Q,"bank,establishment,finance,point_of_interest",100000,1,OK
66,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990133 - ATM 990133,ATM,"990133 - ATM 990133, 14 Lang Ha, Thanh Cong, Ba Dinh, Ha Noi,Viet Nam",Phuong Thanh Cong,Quan Ba Dinh,Phuong,Quan ,58,"14 Láng Hạ, Thành Công, Ba Đình, Hà Nội, Vietnam",21.019502,105.8166001,ROOFTOP,ChIJoQGmJ2WrNTEReW6ro-k3bVs,premise,0,1,OK
67,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM PGD Gia Lam,ATM,"ATM PGD Gia Lam, 141 Ngo Xuan Quang, Gia Lam, Ha Noi,Viet Nam",Thi tran Trau Quy,Huyen Gia Lam,Thi tran,Huyen ,59,"141 Ngô Xuân Quảng, Cửu Việt, Gia Lâm, Hà Nội, Vietnam",21.0116267,105.9357151,ROOFTOP,ChIJzXQzW8WoNTER_UWfwGtq42c,"bank,establishment,finance,point_of_interest",0,1,OK
68,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM SeABank Gia Lam,ATM,"ATM SeABank Gia Lam, 141 Ngo Xuan Quang, Gia Lam, Ha Noi,Viet Nam",Thi tran Trau Quy,Huyen Gia Lam,Thi tran,Huyen ,60,"141 Ngô Xuân Quảng, Cửu Việt, Gia Lâm, Hà Nội, Vietnam",21.0116267,105.9357151,ROOFTOP,ChIJzXQzW8WoNTER_UWfwGtq42c,"bank,establishment,finance,point_of_interest",0,1,OK
69,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - Ben ngoai Tru so Chi nhanh Thang Long,ATM,"VCBC - Ben ngoai Tru so Chi nhanh Thang Long, 148 Hoang Quoc Viet, Cau Giay, Ha Noi,Viet Nam",Phuong Nghia Tan,Quan Cau Giay,Phuong,Quan ,61,"148 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội, Vietnam",21.0465231,105.790666,ROOFTOP,ChIJI0IjxTqrNTERQmX8qGs2rDI,"atm,bank,establishment,finance,point_of_interest",0,1,OK
70,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC - Ben trong tru so Chi nhanh Thang Long,ATM,"VCBC - Ben trong tru so Chi nhanh Thang Long, 148 Hoang Quoc Viet, Cau Giay, Ha Noi,Viet Nam",Phuong Nghia Tan,Quan Cau Giay,Phuong,Quan ,62,"148 Hoàng Quốc Việt, Nghĩa Tân, Cầu Giấy, Hà Nội, Vietnam",21.0465231,105.790666,ROOFTOP,ChIJI0IjxTqrNTERQmX8qGs2rDI,"atm,bank,establishment,finance,point_of_interest",0,1,OK
71,Techcombank,Ngan hang TMCP Ky Thuong,36,Cuc Thue Ha Noi,ATM,"Cuc Thue Ha Noi, 187 Giang Vo, Ba Dinh, Ha Noi,Viet Nam",Phuong Cat Linh,Quan Dong Da,Phuong,Quan ,63,"187 Phố Giảng Võ, Chợ Dừa, Đống Đa, Hà Nội, Vietnam",21.0260166,105.8234272,ROOFTOP,ChIJN4XktXarNTEREN2JOcvviSA,"accounting,establishment,finance,local_government_office,point_of_interest",0,2,OK
72,VPBank,Ngan hang TMCP Viet Nam Thinh Vuong,46,ATM Sieu thi Dien may Viet Long ATM,ATM,"ATM Sieu thi Dien may Viet Long ATM, 187 Giang Vo, Ba Dinh, Ha Noi,Viet Nam",Phuong Cat Linh,Quan Dong Da,Phuong,Quan ,64,"SIEU THI VIET LONG, 187 Phố Giảng Võ, Chợ Dừa, Ba Đình, Hà Nội, Vietnam",21.0258586,105.8229188,ROOFTOP,ChIJN9EfKb6rNTERFLhRhypnZTE,"atm,establishment,finance,point_of_interest",0,1,OK
73,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC Doan tiep vien -TCT Hang Khong,ATM,"VCBC Doan tiep vien -TCT Hang Khong, 200 Nguyen Son, Long Bien, Ha Noi,Viet Nam",Phuong Bo De,Quan Long Bien,Phuong,Quan ,65,"Phố Lâm Hạ, Bồ Đề, Long Biên, Hà Nội, Vietnam",21.0428566,105.8823016,GEOMETRIC_CENTER,ChIJL_TOj3upNTERFEE4rT46-f8,"establishment,point_of_interest",0,1,OK
74,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM Cty Hang khong,ATM,"ATM Cty Hang khong, 200 Nguyen Son, Long Bien, Ha Noi,Viet Nam",Phuong Bo De,Quan Long Bien,Phuong,Quan ,66,"200 Nguyễn Sơn, Bồ Đề, Long Biên, Hà Nội, Vietnam",21.0444601,105.8815418,ROOFTOP,ChIJJ6Bk0turNTERdmDmuy9w_XU,"establishment,point_of_interest",0,1,OK
75,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM Hoi so SeABank,ATM,"ATM Hoi so SeABank, 25 Tran Hung Dao, Hoan Kiem, Ha Noi,Viet Nam",Phuong Phan Chu Trinh,Quan Hoan Kiem,Phuong,Quan ,67,"25 Trần Hưng Đạo, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Vietnam",21.0198794,105.8552591,ROOFTOP,ChIJp3DMCu2rNTERO5zkeTElt2o,"atm,establishment,finance,point_of_interest",0,1,OK
76,Sea Bank,Ngan hang TMCP Dong Nam A,32,ATM Autobank So giao dich,ATM,"ATM Autobank So giao dich, 25 Tran Hung Dao, Hoan Kiem, Ha Noi,Viet Nam",Phuong Phan Chu Trinh,Quan Hoan Kiem,Phuong,Quan ,68,"64 Lý Thường Kiệt, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0253282,105.8443967,ROOFTOP,ChIJeSRyLZGrNTERkGPofUOwa_4,"bank,establishment,finance,point_of_interest",0,1,OK
77,Pgbank,Ngan hang TMCP Xang dau Petrolimex,26,ATM Duc Giang,ATM,"ATM Duc Giang, 26 Duc Giang, Thuong Thanh, Long Bien, Ha Noi,Viet Nam",Phuong Thuong Thanh,Quan Long Bien,Phuong,Quan ,69,"26 Đức Giang, Long Biên, Hà Nội, Vietnam",21.0648821,105.894027,ROOFTOP,ChIJScfk0JapNTER8gJLhS08Dmo,"atm,establishment,finance,point_of_interest",0,1,OK
78,Pgbank,Ngan hang TMCP Xang dau Petrolimex,26,ATM Duc Giang,ATM,"ATM Duc Giang, 26 Duc Giang, Thuong Thanh, Long Bien, Ha Noi,Viet Nam",Phuong Thuong Thanh,Quan Long Bien,Phuong,Quan ,70,"26 Đức Giang, Long Biên, Hà Nội, Vietnam",21.0648821,105.894027,ROOFTOP,ChIJScfk0JapNTER8gJLhS08Dmo,"atm,establishment,finance,point_of_interest",0,1,OK
79,Pgbank,Ngan hang TMCP Xang dau Petrolimex,26,ATM Duc Giang,ATM,"ATM Duc Giang, 26 Duc Giang, Thuong Thanh, Long Bien, Ha Noi,Viet Nam",Phuong Thuong Thanh,Quan Long Bien,Phuong,Quan ,69,"26 Đức Giang, Long Biên, Hà Nội, Vietnam",21.0648821,105.894027,ROOFTOP,ChIJScfk0JapNTER8gJLhS08Dmo,"atm,establishment,finance,point_of_interest",0,1,OK
80,Pgbank,Ngan hang TMCP Xang dau Petrolimex,26,ATM Duc Giang,ATM,"ATM Duc Giang, 26 Duc Giang, Thuong Thanh, Long Bien, Ha Noi,Viet Nam",Phuong Thuong Thanh,Quan Long Bien,Phuong,Quan ,70,"26 Đức Giang, Long Biên, Hà Nội, Vietnam",21.0648821,105.894027,ROOFTOP,ChIJScfk0JapNTER8gJLhS08Dmo,"atm,establishment,finance,point_of_interest",0,1,OK
81,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Dien Bien Phu,ATM,"ATM Dien Bien Phu, 28A Dien Bien Phu, Ba Dinh, Ha Noi,Viet Nam",Phuong Dien Bien,Quan Ba Dinh,Phuong,Quan ,71,"28A Điện Biên Phủ, Điện Bàn, Ba Đình, Hà Nội, Vietnam",21.0312479,105.8407013,ROOFTOP,ChIJfVHTrqKrNTERJJROTn_aa40,"atm,establishment,finance,point_of_interest",0,1,OK
82,MB,Ngan hang TMCP Quan Doi,21,ATM Tong Cuc Cong Nghiep Quoc Phong,ATM,"ATM Tong Cuc Cong Nghiep Quoc Phong, 28A Dien Bien Phu, Ba Dinh, Ha Noi,Viet Nam",Phuong Dien Bien,Quan Ba Dinh,Phuong,Quan ,72,"28 Điện Biên Phủ, Điện Bàn, Ba Đình, Hà Nội, Vietnam",21.0310642,105.840708,ROOFTOP,ChIJx-1lApirNTER5vR0Xe55GK4,"establishment,point_of_interest",0,1,OK
83,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,199005 - ATM Tru so CN Hong Ha,ATM,"199005 - ATM Tru so CN Hong Ha, 2A Dai Co Viet,Phuong Pho Hue,Quan Hai Ba Trung, Thanh pho Ha Noi,Viet Nam",Phuong Pho Hue,Quan Hai Ba Trung,Phuong,Quan ,73,"Tầng 1, 2, 3 Toà nhà EuroWindow, 2 Tôn Thất Tùng, Kim Liên, Đống Đa, Hà Nội, Vietnam",21.0060197,105.830693,ROOFTOP,ChIJgQW5wIqrNTERqErOJ92_U-8,"bank,establishment,finance,point_of_interest",0,3,OK
84,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,199007 - ATM Tru so chi nhanh Hong Ha,ATM,"199007 - ATM Tru so chi nhanh Hong Ha, 2A Dai Co Viet,Phuong Pho Hue,Quan Hai Ba Trung, Thanh pho Ha Noi,Viet Nam",Phuong Pho Hue,Quan Hai Ba Trung,Phuong,Quan ,74,"2 Hồng Hà, Phúc Tân, Hoàn Kiếm, Hà Nội, Vietnam",21.0369296,105.8538197,RANGE_INTERPOLATED,EjoyIEjhu5NuZyBIw6AsIFBow7pjIFTDom4sIEhvw6BuIEtp4bq_bSwgSMOgIE7hu5lpLCBWaWV0bmFtIhoSGAoUChIJ4671RserNTERN5Gyb6Uf3WUQAg,street_address,0,2,OK
85,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN TP Ha Noi,ATM,"CN TP Ha Noi, 3 Dang Thai Than, P.Phan Chu Trinh, Q.Hoan Kiem,Viet Nam",Phuong Phan Chu Trinh,Quan Hoan Kiem,Phuong,Quan ,75,"3 Phan Chu Trinh, Tràng Tiền, Hoàn Kiếm, Hà Nội, Vietnam",21.0240101,105.8569363,ROOFTOP,ChIJrY6HOourNTERsFndRjCjJig,"establishment,point_of_interest,travel_agency",0,1,OK
86,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,"VCBC 3 Dang Thai Than, Hoan Kiem, Ha Noi",ATM,"VCBC 3 Dang Thai Than, Hoan Kiem, Ha Noi, 3 Dang Thai Than, P.Phan Chu Trinh, Q.Hoan Kiem,Viet Nam",Phuong Phan Chu Trinh,Quan Hoan Kiem,Phuong,Quan ,76,"3 Đặng Thái Thân, Phan Chu Trinh, Hoàn Kiếm, Hà Nội, Vietnam",21.0226985,105.8582839,ROOFTOP,ChIJ8SAhH-yrNTERJ1JOCkJLVQQ,street_address,0,1,OK
87,Techcombank,Ngan hang TMCP Ky Thuong,36,Techcombank Ly Thai To,ATM,"Techcombank Ly Thai To, 30 Ly Thai To, Phuong Ly Thai To, Quan Hoan Kiem, Ha Noi,Viet Nam",Phuong Ly Thai To,Quan Hoan Kiem,Phuong,Quan ,77,"30 Phố Lý Thái Tổ, Lý Thái Tổ, Hoàn Kiếm, Hà Nội, Vietnam",21.0293833,105.8550903,ROOFTOP,ChIJ44qbRuyrNTERniBMsgIufqg,"atm,bank,establishment,finance,point_of_interest",0,1,OK
88,ABBank,Ngan hang TMCP An Binh,1,ATM PGD Ho Guom,ATM,"ATM PGD Ho Guom, 30 Ly Thai To, Phuong Ly Thai To, Quan Hoan Kiem, Ha Noi,Viet Nam",Phuong Ly Thai To,Quan Hoan Kiem,Phuong,Quan ,78,"30 Phố Lý Thái Tổ, Lý Thái Tổ, Hoàn Kiếm, Hà Nội, Vietnam",21.0297006,105.8550244,ROOFTOP,ChIJSUCbR76rNTERAkiwdfAQiDg,"bank,establishment,finance,point_of_interest",0,1,OK
89,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC Dai hoc Khoa hoc tu nhien,ATM,"VCBC Dai hoc Khoa hoc tu nhien, 334 Nguyen Trai, Thanh xuan, Ha Noi,Viet Nam",Phuong Thanh Xuan Trung,Quan Thanh Xuan,Phuong,Quan ,79,"334 Nguyễn Trãi, Thanh Xuân Trung, Thanh Xuân, Hà Nội, Vietnam",20.9958722,105.8079772,ROOFTOP,ChIJ5cDyDb-sNTER7aDhmGmmQNc,"establishment,point_of_interest,university",0,1,OK
90,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990115 - ATM Dai hoc KHXHNV,ATM,"990115 - ATM Dai hoc KHXHNV, 334 Nguyen Trai, Thanh xuan, Ha Noi,Viet Nam",Phuong Thanh Xuan Trung,Quan Thanh Xuan,Phuong,Quan ,80,"334 Nguyễn Trãi, Hạ Đình, Thanh Xuân, Hà Nội, Vietnam",20.9955947,105.8076467,ROOFTOP,ChIJu2OFAdOtNTER8NNWmW6Vv3A,street_address,0,1,OK
91,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990130 - ATM 36 Le Duc Tho,ATM,"990130 - ATM 36 Le Duc Tho, 36 Le Duc Tho,Phuong Cau Dien,Quan Nam Tu Liem, Thanh pho Ha No,Viet Nam",Phuong My Dinh 2,Quan Nam Tu Liem,Phuong,Quan ,81,"36 Đường Lê Đức Thọ, Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.0217914,105.7673399,ROOFTOP,ChIJkdBFLaRUNDERj0KXHiEydQA,street_address,0,1,OK
92,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,"990010 - 36 Le Duc Tho, My Dinh, Tu Liem, Ha Noi",ATM,"990010 - 36 Le Duc Tho, My Dinh, Tu Liem, Ha Noi, 36 Le Duc Tho,Phuong Cau Dien,Quan Nam Tu Liem, Thanh pho Ha No,Viet Nam",Phuong Cau Dien,Quan Nam Tu Liem,Phuong,Quan ,82,"36 Đường Lê Đức Thọ, Mỹ Đình, Từ Liêm, Hà Nội, Vietnam",21.0217914,105.7673399,ROOFTOP,ChIJkdBFLaRUNDERj0KXHiEydQA,street_address,0,1,OK
93,Agribank,Ngan hang Nong nghiep va Phat trien Nong thon Viet Nam,3,0,ATM,"ATM Agribank 39 Le Thanh Nghi, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Bach Khoa,Quan Hai Ba Trung,Phuong,Quan ,83,"54 Lê Thanh Nghị, Bách Khoa, Hai Bà Trưng, Hà Nội, Vietnam",21.0032889,105.8489,ROOFTOP,ChIJfV_5XHSsNTERGa8Ukq9karI,"atm,establishment,finance,point_of_interest",0,1,OK
94,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Le Thanh Nghi,ATM,"ATM techcombank Le Thanh Nghi, 39 Le Thanh Nghi, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Bach Khoa,Quan Hai Ba Trung,Phuong,Quan ,84,"136 Lê Thanh Nghị, Bách Khoa, Hai Bà Trưng, Hà Nội, Vietnam",21.0018839,105.8453197,ROOFTOP,ChIJn4n4VHGsNTERz2ZwlER_qK0,"atm,bank,establishment,finance,point_of_interest",0,2,OK
95,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990037 - ATM Benh vien K1,ATM,"ATM Benh vien K1, 43 Quan Su, Phuong Hang Bong, Quan Hoan Kiem, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Hang Bong,Quan Hoan Kiem,Phuong,Quan ,85,"43 Quán Sứ, Hàng Bông, Hoàn Kiếm, Hà Nội 110000, Vietnam",21.0268256,105.8460647,ROOFTOP,ChIJiYPYg5arNTERwbaXfU2ZzhE,"establishment,health,hospital,point_of_interest",110000,1,OK
96,DongA Bank,Ngan hang TMCP Dong A,12,Benh vien K Ha Noi,ATM,"Benh vien K Ha Noi, 43 Quan Su, Phuong Hang Bong, Quan Hoan Kiem, Thanh pho Ha Noi, Viet Nam,Viet Nam",Phuong Hang Bong,Quan Hoan Kiem,Phuong,Quan ,86,"43 Quán Sứ, Hàng Bông, Hoàn Kiếm, Hà Nội 110000, Vietnam",21.0268256,105.8460647,ROOFTOP,ChIJiYPYg5arNTERwbaXfU2ZzhE,"establishment,health,hospital,point_of_interest",110000,1,OK
97,VIB,Ngan hang TMCP Quoc Te,41,ATM500,ATM,"ATM VIB, 44 Hang Giay, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Buom,Quan Hoan Kiem,Phuong,Quan ,87,"45 Phố Gia Ngư, Hàng Bạc, Hoàn Kiếm, Hà Nội, Vietnam",21.0329851,105.8521648,ROOFTOP,ChIJRU8necCrNTERIz7qoLkJgRk,"atm,establishment,finance,point_of_interest",0,1,OK
98,Techcombank,Ngan hang TMCP Ky Thuong,36,ATM Hang Giay,ATM,"ATM Vietinbank Hang Giay, 44 Hang Giay, Hoan Kiem, Ha Noi,Viet Nam",Phuong Hang Buom,Quan Hoan Kiem,Phuong,Quan ,88,"39, Phố Hàng Bồ, Phường Hàng Bồ, Quận Hoàn Kiếm, Hàng Gai, Hoàn Kiếm, Hà Nội, Vietnam",21.0338068,105.849509,GEOMETRIC_CENTER,ChIJc1PL_76rNTERD1GrFJaoilM,"atm,establishment,finance,point_of_interest",0,1,OK
99,Vietinbank,Ngan hang TMCP Cong thuong Viet Nam,45,CN Bac Ha Noi,ATM,"CN Vietinbank Bac Ha Noi, 44 Ly Thuong Kiet, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,89,"55 Bà Triệu, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0199693,105.8498738,ROOFTOP,ChIJzTEMiZKrNTERIfcSN0GPxwc,"bank,establishment,finance,point_of_interest",0,1,OK
100,Vietcombank,Ngan hang TMCP Ngoai Thuong Viet Nam,44,VCBC Khach San Melia,ATM,"VCBC Khach San Melia, 44 Ly Thuong Kiet, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Tran Hung Dao,Quan Hoan Kiem,Phuong,Quan ,90,"44 Lý Thường Kiệt, Khách sạn Melia, Lý Thường Kiệt, Trần Hưng Đạo, Hoàn Kiếm, Hà Nội, Vietnam",21.0241141,105.8480832,GEOMETRIC_CENTER,ChIJmUnsk5OrNTERTXHdDm5hvu4,"establishment,point_of_interest,transit_station",0,2,OK
101,Techcombank,Ngan hang TMCP Ky Thuong,36,Benh vien Da khoa Quoc te Vinmec,ATM,"Benh vien Da khoa Quoc te Vinmec, 458 Minh Khai, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Vinh Tuy,Quan Hai Ba Trung,Phuong,Quan ,91,"458 Minh Khai, Khu đô thị Times City, Hai Bà Trưng, Hà Nội, Vietnam",20.9963658,105.8672042,ROOFTOP,ChIJd7js2gSsNTERTMtPtgIeHu8,"establishment,health,hospital,point_of_interest",0,1,OK
102,Techcombank,Ngan hang TMCP Ky Thuong,36,Time City,ATM,"Time City, 458 Minh Khai, Hai Ba Trung, Ha Noi,Viet Nam",Phuong Vinh Tuy,Quan Hai Ba Trung,Phuong,Quan ,92,"T04, Times City T11, 458 Minh Khai, Khu đô thị Times City, Hai Bà Trưng, Hà Nội, Vietnam",20.9949341,105.8696112,ROOFTOP,ChIJTyjEpgSsNTERBbYWjyzpTjM,"establishment,point_of_interest",0,1,OK
103,BIDV,Ngan hang TMCP Dau tu va Phat trien Viet Nam,8,990166 - ATM Tru so Chi nhanh 47 Phan Dinh Phung,ATM,"ATM Tru so Chi nhanh 47 Phan Dinh Phung, 47 Phan Dinh Phung,Phuong Quan Thanh,Quan Ba Dinh, Thanh pho Ha Noi,Viet Nam",Phuong Quan Thanh,Quan Ba Dinh,Phuong,Quan ,93,"47 Phan Đình Phùng, P. Quán Thánh, Q. Ba Đình, TP Hà Nội, Quán Thánh, Ba Đình, Quán Thánh, Hà Nội, 100000, Vietnam",21.0403585,105.8429529,GEOMETRIC_CENTER,ChIJ2xij-7qrNTERfC94n2H6Ix4,"bank,establishment,finance,point_of_interest",100000,1,OK
